HUD AMP #,TDS #,CONSOLIDATED TDS #,DEVELOPMENT EDP #,OPERATING EDP #,HUD #,DEVELOPMENT NAME,METHOD,TYPE,PROGRAM,# OF SECTION 8 TRANSITION UNITS,# OF CURRENT UNITS,TOTAL NUMBER OF UNITS,NUMBER OF RENTAL ROOMS,AVG. NO. R/R PER UNIT,POPULATION - SECTION 8 TRANSITION,POPULATION - PUBLIC HOUSING,TOTAL POPULATION,# OF RESIDENTIAL BUILDINGS,# OF NON-RESIDENTIAL BUILDINGS,# OF STAIRHALLS,# OF STORIES,TOTAL AREA - SQ. FT.,ACRES,NET DEV. AREA - SQ. FT.,(EXCLUDING PARK) ACRES,BLDG. COVERAGE - SQ. FT.,CUBAGE - CU. FT.,BLDG/LAND COVERAGE - %,DENSITY (POPULATION/ACRE),DEVELOPMENT COST,COST PER RENTAL ROOM (AS BUILT),AVG. MONTHLY GROSS RENT,LOCATION,BOROUGH,COMMUNITY DISTRICT,US CONGRESSIONAL DISTRICT,NEW YORK STATE SENATE DISTRICT,NEW YORK STATE ASSEMBLY DISTRICT,NEW YORK CITY COUNCIL DISTRICT,COMPLETION DATE,FEDERALIZED DEVELOPMENT,SENIOR DEVELOPMENT,ELECTRICITY PAID BY RESIDENTS,PRIVATE MANAGEMENT,# OF FAMILIES ON FIXED INCOME,% OF FAMILIES ON FIXED INCOME,YEAR
NY005000290,029,029,532,532,NY005220C,FARRAGUT,CONVENTIONAL,NEW CONST,FEDERAL,0,"1,331","1,390","6,256.50",4.7,0,"2,848","2,848",10,0,10,14,"723,570",16.61,"723,570",16.61,"100,746","11,639,930",13.92%,171,"$15,187,000","$2,324",$599,YORK ST NASSAU ST NAVY ST BRIDGE ST,BROOKLYN,2,07,25,57,35,5/7/1952,1978/07/01-ATP 3,,,,575,43.23%,2024
NY005012520,252,252,381,381,NY005166,GARVEY (GROUP A),CONVENTIONAL,NEW CONST,FEDERAL,0,320,321,"1,525.00",4.77,0,814,814,3,1,5,"2, 6–14","142,730",3.28,"142,730",3.28,"40,745","3,257,257",28.55%,248,"$12,599,489","$8,168",$680,EAST NEW YORK AVE AMBOY ST PITKIN AVE,BROOKLYN,16,08,25,55,41,2/28/1975,,PARTIALLY (1 BUILDING),,,129,40.82%,2024
NY005011690,171,169,581,581,NY005267C,GLENMORE PLAZA,CONVENTIONAL,NEW CONST,FEDERAL,0,440,440,"1,704.00",3.87,0,775,775,4,0,4,10–18–24,"186,180",4.27,"186,180",4.27,"24,838","4,024,811",13.34%,181,"$10,600,000","$6,221",$531,PITKIN AVE GLENMORE AVE WATKINS ST POWELL ST,BROOKLYN,16,08,25,55,37,4/30/1968,1980/07/01-ATP 5,,,,205,49.16%,2024
NY005000440,044,044,584,584,NY005268B,GLENWOOD,CONVENTIONAL,NEW CONST,FEDERAL,0,"1,184","1,188","5,199.00",4.39,0,"2,300","2,300",20,0,40,6,"975,095",22.39,"915,230",21.01,"183,856","10,242,805",18.86%,103,"$12,907,133","$2,475",$625,E 56TH ST FARRAGUT RD RALPH AVE AVENUE H,BROOKLYN,18,09,21,59,45,7/14/1950,1980/07/01-ATP 6,,,,469,41.18%,2024
NY005000250,025,025,515,515,NY005213G,GOWANUS,CONVENTIONAL,NEW CONST,FEDERAL,0,"1,097","1,139","5,257.50",4.79,0,"2,382","2,382",15,1,24,4–6–9–13–14,"547,663",12.57,"502,216",11.53,"105,659","9,028,680",19.29%,189,"$11,928,000","$2,203",$683,WYCKOFF ST DOUGLASS ST BOND ST HOYT ST,BROOKLYN,6,10,26,52,39,6/24/1949,1977/07/01-ATP 1,,,,466,42.63%,2024
NY005011720,068,172,225,225,NY005025,GRAVESEND,CONVENTIONAL,NEW CONST,FEDERAL,0,631,634,"2,936.50",4.65,0,"1,347","1,347",15,0,15,7,"540,725",12.41,"540,725",12.41,"92,855","5,356,500",17.17%,109,"$7,927,996","$2,687",$545,NEPTUNE AVE BAYVIEW AVE W 33RD ST,BROOKLYN,13,08,23,46,47,6/28/1954,,,,,257,43.63%,2024
NY005011660,142,166,589,589,NY005271D,HABER,CONVENTIONAL,NEW CONST (ELD),FEDERAL,0,380,380,"1,327.00",3.49,0,417,417,3,0,3,14,"134,432",3.09,"134,432",3.09,"23,903","2,547,605",17.78%,135,"$7,494,000","$5,647",$341,W 24TH ST SURF AVE REIGELMANN BRDWLK W 25TH ST,BROOKLYN,13,08,23,46,47,6/30/1965,1980/10/01-ATP 7,EXCLUSIVELY,,,340,94.18%,2024
NY005000720,072,072,568,568,NY005244A,HOWARD,CONVENTIONAL,NEW CONST,FEDERAL,0,810,815,"3,685.00",4.55,0,"1,695","1,695",10,0,16,7–13,"664,735",15.26,"621,176",14.26,"87,500","6,943,700",13.16%,111,"$11,359,000","$3,079",$515,EAST NEW YORK AVE MOTHER GASTON BLVD PITKIN AVE ROCKAWAY AVE,BROOKLYN,16,08,25,55,41,12/30/1955,1979/08/01-ATP 4,,,,329,42.84%,2024
NY005011680,168,168,275,275,NY005081,HUGHES APARTMENTS,CONVENTIONAL,NEW CONST,FEDERAL,0,504,513,"2,403.00",4.77,0,"1,246","1,246",3,1,3,22,"241,990",5.56,"241,990",5.56,"23,502","4,599,540",9.71%,224,"$10,288,064","$4,201",$688,ROCKAWAY AVE MOTHER GASTON BLVD SUTTER AVE BELMONT AVE,BROOKLYN,16,08,25,55,41,6/30/1968,,,,,156,31.71%,2024
NY005010860,109,086,680,680,NY005364,HYLAN,CONVENTIONAL,NEW CONST,FEDERAL,0,209,209,933.5,4.47,0,416,416,1,0,1,19,"77,658",1.78,"77,658",1.78,"11,403","1,878,400",14.68%,234,"$3,945,608","$4,240",$560,MOORE ST HUMBOLDT ST SEIGEL ST BUSHWICK AVE,BROOKLYN,1,07,18,53,34,6/30/1960,1995/07/13-PTA,,,,96,48.24%,2024
NY005000140,014,014,510,510,NY005213B,INGERSOLL,CONVENTIONAL,NEW CONST,FEDERAL,0,"1,604","1,840","7,731.00",4.82,0,"3,709","3,709",20,1,45,6–11,"884,521",20.31,"812,641",18.66,"175,748","10,226,288",17.62%,183,"$12,236,672","$1,681",$629,PARK AVE SAINT EDWARDS ST MYRTLE AVE PRINCE ST,BROOKLYN,2,07,25,"52, 57",35,2/24/1944,1977/07/01-ATP 1,,,,578,36.08%,2024
NY005010100,010,010,205,205,NY005006,KINGSBOROUGH,CONVENTIONAL,NEW CONST,FEDERAL,0,"1,156","1,165","4,716.00",4.08,0,"2,236","2,236",16,0,35,6,"695,544",15.97,"665,526",15.28,"129,189","8,037,853",18.57%,140,"$5,175,100","$1,107",$616,RALPH AVE PACIFIC ST BERGEN ST ROCHESTER AVE,BROOKLYN,"8, 16","08, 09","20, 25","55, 56",41,10/31/1941,,,,,432,40.30%,2024
NY005010100,161,010,268,205,NY005071,KINGSBOROUGH EXTENSION,CONVENTIONAL,NEW CONST (ELD),FEDERAL,0,183,184,640.5,3.5,0,187,187,1,0,1,25,"63,254",1.45,"63,254",1.45,"7,110","1,224,082",11.24%,129,"$2,986,383","$4,637",$390,BERGEN ST PACIFIC ST ROCHESTER AVE RALPH AVE,BROOKLYN,8,08,20,56,41,5/31/1966,,EXCLUSIVELY,,,142,89.31%,2024
NY005001220,122,122,247,247,NY005047,LAFAYETTE,CONVENTIONAL,NEW CONST,FEDERAL,0,838,882,"4,182.00",4.99,0,"2,144","2,144",7,0,7,13–15–20,"334,323",7.68,"304,776",7,"58,504","8,369,220",17.50%,279,"$14,689,766","$3,350",$669,LAFAYETTE AVE CLASSON AVE DEKALB AVE FRANKLIN AVE,BROOKLYN,3,08,25,57,36,7/31/1962,,,,,353,42.22%,2024
NY005012610,276,261,502,375,NY005201,LONG ISLAND BAPTIST HOUSES,CONVENTIONAL,REHAB,,0,228,232,"1,035.00",4.54,0,471,471,4,0,4,6,"78,700",1.81,"78,700",1.81,"37,700","2,490,500",47.90%,260,"$11,627,063","$11,010",$674,SUTTER AVE SHEFFIELD AVE DUMONT AVE HINSDALE ST,BROOKLYN,5,08,19,60,42,6/30/1981,,,YES,,50,24.88%,2024
NY005011690,169,169,276,276,NY005082,LOW HOUSES,CONVENTIONAL,NEW CONST,,0,532,536,"2,533.00",4.76,0,"1,236","1,236",4,0,4,17–18,"256,459",5.89,"256,459",5.89,"45,163","4,802,466",17.61%,210,"$10,312,262","$4,052",$578,SACKMAN ST POWELL ST CHRISTOPHER ST PITKIN AVE,BROOKLYN,16,08,25,55,41,12/31/1967,,,,,187,36.03%,2024
NY005000210,021,021,514,514,NY005213F,MARCY,CONVENTIONAL,NEW CONST,,0,"1,702","1,717","8,203.00",4.82,0,"3,814","3,814",27,1,70,6,"1,241,000",28.49,"1,101,547",25.29,"240,198","13,741,160",19.36%,134,"$19,420,000","$2,347",$599,FLUSHING AVE MARCY AVE NOSTRAND AVE MYRTLE AVE,BROOKLYN,3,08,25,56,36,1/19/1949,1977/07/01-ATP 1,,,,679,40.93%,2024
NY005020830,083,083,426,426,NY005380,MARLBORO,CONVENTIONAL,NEW CONST,,363,"1,760","1,765","8,231.00",4.68,780,"2,801","3,581",28,2,28,7–16,"1,518,505",34.86,"1,471,805",33.79,"202,426","15,183,887",13.33%,103,"$22,429,000","$2,783",$611,STILLWELL AVE AVENUE V 86TH ST AVENUE X,BROOKLYN,13,08,23,"45, 47",47,2/27/1958,,,,,765,46.70%,2024
NY005010360,043,036,585,585,NY005268C,NOSTRAND,CONVENTIONAL,NEW CONST,,0,"1,087","1,148","4,717.50",4.34,0,"2,163","2,163",16,1,32,6,"1,036,600",23.8,"1,036,600",23.8,"177,223","9,377,365",17.10%,91,"$13,817,794","$2,779",$586,AVENUE V BRAGG ST AVENUE X BATCHELDER ST,BROOKLYN,15,08,23,41,46,12/14/1950,1980/07/01-ATP 6,,,,487,44.88%,2024
NY005011620,162,162,269,269,NY005072,OCEAN HILL APARTMENTS,CONVENTIONAL,NEW CONST,FEDERAL,0,225,238,"1,025.50",4.56,0,563,563,3,1,3,14,"112,916",2.59,"112,916",2.59,"16,412","2,178,743",14.53%,217,"$4,875,929","$4,527",$761,BROADWAY MACDOUGAL ST MOTHER GASTON BLVD CHERRY ST,BROOKLYN,16,08,25,55,37,3/31/1968,,,,,72,32.00%,2024
NY005011720,172,172,582,582,NY005267D,O’DWYER GARDENS,CONVENTIONAL,NEW CONST,FEDERAL,0,562,573,"2,175.00",3.87,0,882,882,6,1,6,15–16,"276,010",6.34,"276,010",6.34,"34,501","5,421,328",12.50%,139,"$15,000,000","$6,649",$574,W 32ND ST SURF AVE W 35TH ST MERMAID AVE,BROOKLYN,13,08,23,46,47,12/31/1969,1980/07/01-ATP 5,,,,298,57.20%,2024
NY005000890,089,089,235,235,NY005035,PINK,CONVENTIONAL,NEW CONST,FEDERAL,0,"1,498","1,500","7,091.00",4.73,0,"3,294","3,294",22,2,22,8,"1,354,844",31.1,"1,311,306",30.1,"193,511","13,316,063",14.28%,106,"$20,134,047","$2,835",$569,CRESCENT ST LINDEN BLVD ELDERTS LA STANLEY AVE,BROOKLYN,5,08,19,60,42,9/30/1959,,,,,596,41.59%,2024
NY005000040,004,004,202,202,NY005001,RED HOOK EAST,CONVENTIONAL,NEW CONST,FEDERAL,0,"1,300","1,411","5,467.00",4.21,0,"2,523","2,523",16,3,49,2–6,"856,003",19.65,"856,003",19.65,"192,198","10,734,477",22.45%,128,,,$540,CLINTON ST LORRAINE ST COLUMBIA ST WEST 9TH ST,BROOKLYN,6,10,26,51,38,11/20/1939,,,,,557,43.14%,2024
NY005000790,079,079,"202 - BLDGS 15-25, 230 - BLDGS 1-4",230,"NY005001 - BLDGS 15-25, NY005029 - BLDGS 1-4",RED HOOK WEST,CONVENTIONAL,NEW CONST,FEDERAL,0,"1,464","1,480","6,286.00",4.29,0,"2,792","2,792",14,1,49,3–6–14,"841,727",19.32,"841,727",19.32,"169,260","11,454,257",20.11%,145,,,$595,RICHARDS ST LORRAINE ST HICKS ST WEST 9TH ST,BROOKLYN,6,10,26,51,38,5/31/1955,,,,,559,41.84%,2024
NY005011350,135,135,227,227,NY005054,ROOSEVELT I,CONVENTIONAL,NEW CONST,FEDERAL,0,760,763,"3,571.00",4.7,0,"1,672","1,672",6,0,6,14–15–18,"340,000",7.81,"340,000",7.81,"52,168","6,754,320",15.34%,214,"$14,017,427","$3,914",$584,KOSCIUSKO ST PULASKI ST MARCUS GARVEY BLVD STUYVESANT AVE,BROOKLYN,3,08,25,56,36,9/30/1964,,PARTIALLY (1 BUILDING),,,352,48.15%,2024
NY005011350,177,135,281,227,NY005083,ROOSEVELT II,CONVENTIONAL,NEW CONST,FEDERAL,0,340,342,"1,488.00",4.38,0,669,669,3,0,3,14–15,"146,506",3.36,"146,506",3.36,"24,067","2,801,874",16.43%,199,"$6,450,218","$4,312",$567,LEWIS AVE STUYVESANT AVE HART ST PULASKI ST,BROOKLYN,3,08,25,56,36,12/31/1966,,,,,155,47.99%,2024
NY005011620,158,162,274,269,NY005067,SARATOGA VILLAGE,CONVENTIONAL,NEW CONST,FEDERAL,0,117,125,529.5,4.53,0,258,258,1,0,1,16,"54,935",1.26,"54,935",1.26,"6,911","1,037,975",12.58%,205,"$2,334,676","$4,147",$747,SARATOGA AVE HANCOCK ST HALSEY ST,BROOKLYN,16,08,25,55,41,12/31/1966,,,,,44,37.61%,2024
NY005010360,036,036,314,314,NY005114B,SHEEPSHEAD BAY,CONVENTIONAL,NEW CONST,FEDERAL,0,"1,016","1,056","4,743.00",4.67,0,"2,164","2,164",18,0,36,6,"1,036,600",23.8,"953,637",21.89,"159,727","10,080,777",15.41%,91,"$12,596,000","$2,573",$615,AVENUE X BATCHELDER ST AVENUE V NOSTRAND AVE,BROOKLYN,15,08,23,41,46,8/8/1950,1968/08/29-FED TRAN,,,,437,43.22%,2024
NY005012210,221,221,337,337,NY005133,STUYVESANT GARDENS I,TURNKEY,NEW CONST,FEDERAL,0,314,331,"1,544.00",4.92,0,736,736,5,0,25,4,"202,058",4.64,"202,058",4.64,"92,431","3,341,149",45.74%,159,"$10,070,462","$6,212",$665,QUINCY ST MALCOLM X BLVD MONROE ST LEWIS AVE,BROOKLYN,3,08,25,56,36,8/31/1972,,,,,116,37.06%,2024
NY005012210,333,221,755,755,NY005269,STUYVESANT GARDENS II,TURNKEY,NEW CONST (ELD),FEDERAL,0,131,150,458.5,3.5,0,148,148,1,0,1,7,"70,050",1.61,"70,050",1.61,"16,458","1,044,874",23.49%,92,"$9,991,893","$19,032",$440,QUINCY ST MALCOLM X BLVD MONROE ST STUYVESANT AVE,BROOKLYN,3,08,25,56,36,2/28/1986,,EXCLUSIVELY,YES,,120,91.60%,2024
NY005010730,073,073,538,538,NY005220I,SUMNER,CONVENTIONAL,NEW CONST,FEDERAL,0,"1,098","1,099","5,007.00",4.56,0,"2,066","2,066",13,0,24,7–12,"963,265",22.11,"905,577",20.79,"131,812","8,881,677",13.68%,93,"$18,007,000","$3,608",$564,PARK AVE LEWIS AVE MYRTLE AVE THROOP AVE,BROOKLYN,3,08,25,56,36,5/14/1958,1978/07/01-ATP 3,,,,531,50.76%,2024
NY005011700,170,170,278,278,NY005087,SURFSIDE GARDENS,CONVENTIONAL,NEW CONST,FEDERAL,0,590,600,"2,525.00",4.28,0,"1,030","1,030",5,0,5,14–15,"323,050",7.42,"323,050",7.42,"36,810","5,005,316",11.39%,139,"$13,577,964","$5,261",$491,W 31ST ST NEPTUNE AVE W 33RD ST SURF AVE,BROOKLYN,13,08,23,46,47,6/30/1969,,PARTIALLY (2 BUILDINGS),,,348,62.82%,2024
NY005012340,234,234,358,358,NY005141,TAYLOR STREET-WYTHE AVENUE,TURNKEY,NEW CONST,FEDERAL,0,524,525,"2,461.00",4.7,0,"1,166","1,166",5,1,5,8–11–12–13,"183,100",4.2,"183,100",4.2,"57,205","5,051,383",31.24%,278,"$20,178,024","$8,118",$563,WYTHE AVE CLYMER ST ROSS ST,BROOKLYN,1,07,18,50,34,6/30/1974,,,,,254,49.03%,2024
NY005000720,096,096,233,233,NY005034,TILDEN,CONVENTIONAL,NEW CONST,FEDERAL,0,996,998,"4,742.00",4.76,0,"2,307","2,307",8,1,8,16,"465,764",10.69,"465,764",10.69,"66,416","8,888,637",14.26%,216,"$14,827,430","$3,122",$569,DUMONT AVE MOTHER GASTON BLVD LIVONIA AVE ROCKAWAY AVE,BROOKLYN,16,08,25,55,41,6/30/1961,,,,,406,42.34%,2024
NY005011310,131,131,246,246,NY005046,TOMPKINS,CONVENTIONAL,NEW CONST,FEDERAL,0,"1,031","1,046","5,145.50",4.99,0,"2,545","2,545",8,1,12,8–16,"521,950",11.98,"521,950",11.98,"94,386","9,894,217",18.08%,212,"$18,445,969","$3,532",$634,PARK AVE THROOP AVE MYRTLE AVE TOMPKINS AVE,BROOKLYN,3,08,25,56,36,7/31/1964,,,,,424,42.19%,2024
NY005012610,240,261,348,375,NY005169,"UNITY PLAZA (SITES 17,24,25A)",TURNKEY,NEW CONST,FEDERAL,0,167,167,768.5,4.6,0,394,394,3,0,3,6,"80,525",1.85,"80,525",1.85,"27,159","2,001,480",33.73%,213,"$5,191,821","$6,699",$705,SUTTER AVE BLAKE AVE SHEFFIELD AVE ALABAMA AVE,BROOKLYN,5,08,19,60,42,11/30/1973,,,,,51,33.12%,2024
NY005012610,261,261,318,375,NY005117,UNITY PLAZA (SITES 4-27),CONVENTIONAL,NEW CONST,FEDERAL,0,460,462,"2,139.00",4.65,0,979,979,5,0,13,6,"249,250",5.72,"249,250",5.72,"89,543","5,304,133",35.92%,171,"$16,798,483","$7,813",$692,BLAKE ST SHEFFIELD AVE DUMONT AVE HINSDALE ST,BROOKLYN,5,08,19,60,42,9/30/1973,,,,,155,36.64%,2024
NY005000610,061,061,216,216,NY005013,VAN DYKE I,CONVENTIONAL,NEW CONST,FEDERAL,0,"1,591","1,603","7,344.50",4.62,0,"3,399","3,399",22,1,31,3–14,"906,484",20.81,"844,628",19.39,"161,168","13,652,083",16.56%,163,"$21,351,730","$2,884",$608,SUTTER AVE POWELL ST LIVONIA AVE MOTHER GASTON BLVD,BROOKLYN,16,08,25,55,41,5/27/1955,,,,,543,35.82%,2024
NY005011680,146,182,257,257,NY005055,VAN DYKE II,CONVENTIONAL,NEW CONST (ELD),FEDERAL,0,110,112,410,3.73,0,122,122,1,0,1,14,"40,574",0.93,"40,574",0.93,"9,017","845,622",22.22%,131,"$2,318,317","$5,546",$380,DUMONT AVE POWELL ST,BROOKLYN,16,08,25,55,41,4/30/1964,,EXCLUSIVELY,,,92,88.46%,2024
NY005011940,315,315,273,273,NY005243,VANDALIA AVENUE,TURNKEY,NEW CONST (ELD),FEDERAL,0,286,293,"1,029.00",3.6,0,310,310,2,1,2,10,"256,217",5.88,"256,217",5.88,"33,868","2,315,113",13.22%,53,"$20,511,981","$19,480",$425,LOUISIANA AVE VANDALIA AVE GEORGIA AVE FLATLANDS AVE,BROOKLYN,5,08,19,60,42,5/31/1983,,EXCLUSIVELY,YES,,255,91.73%,2024
NY005005140,514,514,509,509,NY005213A,WHITMAN,CONVENTIONAL,NEW CONST,FEDERAL,0,"1,546","1,659","7,390.00",4.78,0,"3,399","3,399",15,3,32,6–13,"803,058",18.44,"744,421",17.09,"156,524","9,769,048",19.49%,184,"$10,341,328","$1,655",$581,PARK AVE CARLTON AVE MYRTLE AVE SAINT EDWARDS ST,BROOKLYN,2,07,25,57,35,2/24/1944,1977/07/01-ATP 1,,,,626,40.73%,2024
NY005011680,182,182,285,257,NY005084,WOODSON,CONVENTIONAL,NEW CONST (ELD),FEDERAL,0,406,407,"1,416.00",3.49,0,434,434,2,0,2,10–25,"140,000",3.21,"100,000",2.3,"24,456","2,792,393",17.47%,135,"$8,225,987","$5,785",$376,BLAKE AVE LIVONIA AVE POWELL ST JUNIUS ST,BROOKLYN,16,08,25,55,42,8/31/1970,,EXCLUSIVELY,,,323,87.06%,2024
NY005011630,163,163,272,272,NY005074,WYCKOFF GARDENS,CONVENTIONAL,NEW CONST,FEDERAL,0,503,529,"2,325.50",4.62,0,"1,023","1,023",3,0,3,21,"253,000",5.81,"253,000",5.81,"31,158","4,724,612",12.32%,176,"$10,130,155","$4,149",$651,THIRD AVE NEVINS ST WYCKOFF ST BALTIC ST,BROOKLYN,6,10,26,52,39,12/31/1966,,,,,239,47.51%,2024
NY005010970,154,097,264,261,NY005065,131 SAINT NICHOLAS AVENUE,CONVENTIONAL,NEW CONST,FEDERAL,0,88,100,350,3.98,0,157,157,1,0,1,17,"29,359",0.67,"29,359",0.67,"5,759","771,591",19.62%,234,"$1,880,013","$4,694",$514,SAINT NICHOLAS AVE W 116TH ST W 117TH ST,MANHATTAN,10,13,30,70,09,3/31/1965,,,,,47,53.41%,2024
NY005013590,359,359,840,840,NY005270,154 WEST 84TH STREET,TURNKEY,NEW CONST,FEDERAL,0,35,35,157.5,4.5,0,65,65,1,0,1,7,"9,621",0.22,"9,621",0.22,"5,774","361,857",60.01%,295,"$4,503,296","$28,412",$698,AMSTERDAM AVE W 84TH ST COLUMBUS AVE,MANHATTAN,7,12,47,69,06,3/31/1996,,,YES,YES,14,40.00%,2024
NY005011000,265,100,380,312,NY005186,45 ALLEN STREET,TURNKEY,NEW CONST,FEDERAL,0,106,107,530,5,0,213,213,1,1,1,14,"39,609",0.91,"39,609",0.91,"8,031","950,162",20.28%,234,"$4,290,021","$7,981",$805,GRAND ST ALLEN ST HESTER ST ELDRIDGE ST,MANHATTAN,3,10,27,65,01,7/31/1974,,,,,46,43.81%,2024
NY005010820,150,082,258,258,NY005059,830 AMSTERDAM AVENUE,CONVENTIONAL,NEW CONST,FEDERAL,0,159,159,725.5,4.56,0,330,330,1,0,1,20,"28,690",0.66,"28,690",0.66,"7,750","1,375,740",27.01%,500,"$3,631,814","$4,992",$631,W 101ST ST AMSTERDAM AVE W 100TH ST,MANHATTAN,7,12,30,69,07,8/31/1965,,,,,65,41.67%,2024
NY005010220,022,022,530,530,NY005220A,AMSTERDAM,CONVENTIONAL,NEW CONST,FEDERAL,0,"1,082","1,084","5,120.00",4.73,0,"2,111","2,111",13,0,24,6–13,"446,172",10.24,"413,534",9.49,"100,358","8,233,310",22.49%,206,"$12,262,000","$2,391",$619,W 61ST ST W 64TH ST WEST END AVE AMSTERDAM AVE,MANHATTAN,7,12,47,67,06,12/17/1948,1978/07/01-ATP 3,,,,459,43.97%,2024
NY005021870,187,022,453,453,NY005366,AMSTERDAM ADDITION,CONVENTIONAL,NEW CONST,MIXED FINANCE/LLC1,26,175,175,762.5,4.36,58,278,336,1,0,1,27,"36,154",0.83,"36,154",0.83,"17,562","1,825,587",48.58%,405,"$7,053,000","$9,250",$607,W 64TH ST W 65TH ST AMSTERDAM AVE WEST END AVE,MANHATTAN,7,12,47,67,06,1/31/1974,,,,,88,53.01%,2024
NY005010600,060,060,215,215,NY005012,BARUCH,CONVENTIONAL,NEW CONST,FEDERAL,0,"2,177","2,194","10,166.50",4.67,0,"4,325","4,325",17,1,34,7–13–14,"1,196,115",27.46,"1,101,503",25.29,"160,098","17,784,205",13.38%,158,"$36,411,155","$3,553",$584,E HOUSTON ST FDR DRIVE DELANCEY ST COLUMBIA ST,MANHATTAN,3,10,27,74,02,8/6/1959,,,,,"1,016",48.99%,2024
NY005010600,198,060,383,215,NY005111,BARUCH HOUSES ADDITION,CONVENTIONAL,NEW CONST (ELD),FEDERAL,0,195,197,639.5,3.28,0,216,216,1,0,1,23,"47,204",1.08,"47,204",1.08,"6,149","1,268,931",13.03%,200,"$6,622,549","$9,907",$369,COLUMBIA ST DELANCEY ST E HOUSTON ST FDR DRIVE,MANHATTAN,3,10,27,74,02,4/30/1977,,EXCLUSIVELY,,,157,92.35%,2024
NY005012920,264,337,379,370,NY005185,BRACETTI PLAZA,TURNKEY,NEW CONST,FEDERAL,0,107,108,534.5,5,0,235,235,1,0,2,7,"44,353",1.02,"44,353",1.02,"18,790","1,216,072",42.36%,230,"$4,364,419","$8,008",$582,E 3RD ST AVENUE C E 4TH ST AVENUE B,MANHATTAN,3,10,27,65,02,5/31/1974,,,,,57,54.29%,2024
NY005012570,286,337,593,593,NY005264,CAMPOS PLAZA II,CONVENTIONAL,NEW CONST,FEDERAL,0,218,224,"1,060.00",4.86,0,458,458,2,0,3,9–17,"93,155",2.14,"93,155",2.14,"29,149","2,470,285",31.29%,214,"$17,601,547","$16,193",$769,AVENUE B E 14TH ST AVENUE C E 13TH ST,MANHATTAN,3,10,27,74,02,4/30/1983,,,YES,,111,50.92%,2024
NY005000580,058,058,534,534,NY005220E,CARVER,CONVENTIONAL,NEW CONST,,0,"1,244","1,246","5,760.00",4.63,0,"2,489","2,489",13,0,13,6–15,"637,132",14.63,"594,887",13.66,"97,568","10,275,141",15.31%,170,"$24,155,000","$4,145",$631,E 99TH ST PARK AVE MADISON AVE E 106TH ST,MANHATTAN,11,13,29,68,08,2/14/1958,1978/07/01-ATP 3,,,,556,45.54%,2024
NY005021340,134,134,446,446,NY005372,CHELSEA,CONVENTIONAL,NEW CONST,,68,396,425,"1,796.00",4.54,147,692,839,2,0,4,21,"74,488",1.71,"74,488",1.71,"18,557","3,689,065",24.91%,491,"$8,776,000","$4,584",$602,W 25TH ST W 26TH ST NINTH AVE,MANHATTAN,4,12,47,75,03,5/31/1964,,,,,180,45.57%,2024
NY005011340,176,134,451,451,NY005361,CHELSEA ADDITION,CONVENTIONAL,NEW CONST (ELD),,0,85,96,297.5,3.5,0,108,108,1,0,1,14,"44,921",1.03,"44,921",1.03,"14,475","1,021,739",32.22%,105,"$2,402,000","$7,149",$380,CHELSEA PARK W 26TH ST TENTH AVE,MANHATTAN,4,12,47,75,03,4/30/1968,1995/07/13-PTA,EXCLUSIVELY,,,82,96.47%,2024
NY005001230,123,123,245,245,NY005045,CLINTON,CONVENTIONAL,NEW CONST,,0,746,749,"3,511.00",4.71,0,"1,603","1,603",6,2,6,9–18,"243,770",5.6,"232,673",5.34,"51,879","6,740,935",21.28%,286,"$16,774,779","$4,756",$591,"PARK & LEX AVES E 104TH,106TH STS E 108TH ST E 110TH ST",MANHATTAN,11,13,29,68,08,10/31/1965,,,,,334,46.01%,2024
NY005010640,199,064,359,219,NY005149,CORSI HOUSES,CONVENTIONAL,NEW CONST (ELD),,0,158,171,473,2.99,0,175,175,1,0,1,16,"32,004",0.73,"32,004",0.73,"20,446","1,361,650",63.89%,240,"$6,600,521","$11,882",$326,E 116TH ST E 117TH ST FIRST AVE SECOND AVE,MANHATTAN,11,13,29,68,08,11/30/1973,,EXCLUSIVELY,,,129,83.77%,2024
NY005011270,155,155,265,259,NY005066,DE HOSTOS APARTMENTS,CONVENTIONAL,NEW CONST,,0,218,223,951,4.36,0,441,441,1,0,1,22,"32,690",0.75,"32,690",0.75,"10,319","1,794,597",31.57%,588,"$4,044,899","$4,130",$590,AMSTERDAM AVE W 93RD ST BROADWAY W 94TH ST,MANHATTAN,7,12,47,69,07,3/28/1969,,,,,97,46.63%,2024
NY005010820,148,082,569,569,NY005244B,DOUGLASS ADDITION,CONVENTIONAL,NEW CONST,,0,135,135,667.5,4.94,0,307,307,1,0,1,16,"23,957",0.55,"23,957",0.55,"8,884","1,289,500",37.08%,558,"$3,783,000","$5,667",$645,W 102ND ST W 103RD ST AMSTERDAM AVE,MANHATTAN,7,12,30,69,07,6/30/1965,1979/08/01-ATP 4,,,,57,44.19%,2024
